player,team,league,season,position,age,minutes,team_possession_pct,psxg_net_per90,save_pct,pass_completion_pct,passes_completed_long_pct,def_actions_outside_pen_per90,crosses_stopped_pct,avg_dist_def_actions,progressive_passes_per90,progressive_passing_distance_per90,passes_into_final_third_per90,progressive_carries_per90,take_on_success_pct,padj_tackles_per90,padj_interceptions_per90,ball_recoveries_per90,blocks_per90,aerial_win_pct,tackle_win_pct,xAG_per90,sca_per90,key_passes_per90,passes_into_penalty_area_per90,take_ons_attempted_per90,tackles_att_3rd_per90,npxG_per90,shots_total_per90,touches_att_pen_per90,carries_into_penalty_area_per90,shots_on_target_pct
Dante,Nice,Ligue 1,2024/25,CB,39,2800,53.0,,,94.0,,,,,4.73,399.11,5.04,0.53,52.6,1.58,1.89,6.09,1.26,68.8,73.6,,,,,,,,,,,
Youssouf Ndayishimiye,Nice,Ligue 1,2025/26,CB,25,2500,53.0,,,88.1,,,,,3.8,340.5,4.1,0.8,55.5,2.1,1.6,6.1,1.4,62.1,72.5,,,,,,,,,,,
Youssouf Ndayishimiye,Nice,Ligue 1,2024/25,CB,24,2500,53.0,,,89.9,,,,,3.88,347.31,4.18,0.82,56.6,2.14,1.63,6.22,1.43,63.3,74.0,,,,,,,,,,,
Mohamed Abdelmonem,Nice,Ligue 1,2025/26,CB,25,2000,53.0,,,86.5,,,,,3.2,300.2,3.5,0.6,52.1,1.9,1.5,5.2,1.3,64.5,68.5,,,,,,,,,,,
Mohamed Abdelmonem,Nice,Ligue 1,2024/25,CB,24,2000,53.0,,,88.2,,,,,3.26,306.2,3.57,0.61,53.1,1.94,1.53,5.3,1.33,65.8,69.9,,,,,,,,,,,
Melvin Bard,Nice,Ligue 1,2025/26,FB,23,2600,53.0,,,80.5,,,,,3.5,,3.1,2.5,52.5,2.5,1.6,5.5,,48.5,,0.12,2.1,1.0,1.1,1.8,0.4,,,,,
Melvin Bard,Nice,Ligue 1,2024/25,FB,22,2600,53.0,,,77.3,,,,,3.36,,2.98,2.4,50.4,2.4,1.54,5.28,,46.6,,0.12,2.02,0.96,1.06,1.73,0.38,,,,,
Jonathan Clauss,Nice,Ligue 1,2025/26,FB,31,2400,53.0,,,78.5,,,,,4.8,,4.1,3.8,58.5,1.9,1.4,5.1,,45.1,,0.22,3.5,1.8,2.1,2.5,0.5,,,,,
Jonathan Clauss,Nice,Ligue 1,2024/25,FB,30,2400,53.0,,,82.4,,,,,5.04,,4.3,3.99,61.4,1.99,1.47,5.35,,47.4,,0.23,3.68,1.89,2.21,2.62,0.53,,,,,
Pablo Rosario,Nice,Ligue 1,2025/26,CM,27,2700,53.0,,,86.5,,,,,4.1,,3.8,1.5,55.1,2.5,1.8,6.5,1.4,52.5,,0.08,1.8,0.9,0.8,,,0.04,,,,
Pablo Rosario,Nice,Ligue 1,2024/25,CM,26,2700,53.0,,,88.2,,,,,4.18,,3.88,1.53,56.2,2.55,1.84,6.63,1.43,53.6,,0.08,1.84,0.92,0.82,,,0.04,,,,
Morgan Sanson,Nice,Ligue 1,2025/26,CM,30,2200,53.0,,,84.1,,,,,4.5,,4.1,2.1,58.5,2.1,1.4,5.8,1.1,48.5,,0.15,2.8,1.2,1.1,,,0.08,,,,
Morgan Sanson,Nice,Ligue 1,2024/25,CM,29,2200,53.0,,,85.8,,,,,4.59,,4.18,2.14,59.7,2.14,1.43,5.92,1.12,49.5,,0.15,2.86,1.22,1.12,,,0.08,,,,
Hicham Boudaoui,Nice,Ligue 1,2025/26,CM,24,2000,53.0,,,85.5,,,,,4.2,,3.5,1.8,56.5,2.8,1.6,6.2,1.2,50.1,,0.1,2.1,1.0,0.9,,,0.06,,,,
Hicham Boudaoui,Nice,Ligue 1,2024/25,CM,23,2000,53.0,,,82.1,,,,,4.03,,3.36,1.73,54.2,2.69,1.54,5.95,1.15,48.1,,0.1,2.02,0.96,0.86,,,0.06,,,,
Jeremie Boga,Nice,Ligue 1,2025/26,W,27,2500,53.0,,,,,,,,3.5,,,4.8,58.5,1.2,0.7,3.5,,,,0.22,4.1,1.8,,5.5,0.4,0.18,2.5,5.1,2.1,
Jeremie Boga,Nice,Ligue 1,2024/25,W,26,2500,53.0,,,,,,,,3.57,,,4.9,59.7,1.22,0.71,3.57,,,,0.22,4.18,1.84,,5.61,0.41,0.18,2.55,5.2,2.14,
Mohamed-Ali Cho,Nice,Ligue 1,2025/26,W,20,2100,53.0,,,,,,,,3.1,,,4.2,52.1,1.1,0.6,3.2,,,,0.18,3.5,1.5,,4.5,0.3,0.2,2.8,4.8,1.8,
Mohamed-Ali Cho,Nice,Ligue 1,2024/25,W,19,1785,53.0,,,,,,,,2.85,,,3.86,47.9,1.01,0.55,2.94,,,,0.17,3.22,1.38,,4.14,0.28,0.18,2.58,4.42,1.66,
Evann Guessand,Nice,Ligue 1,2025/26,ST,23,2400,53.0,,,72.5,,,,,,,,,,0.6,,2.1,,45.5,,0.12,2.1,0.9,,,0.3,0.35,2.8,5.1,1.1,42.1
Evann Guessand,Nice,Ligue 1,2024/25,ST,22,2400,53.0,,,69.6,,,,,,,,,,0.58,,2.02,,43.7,,0.12,2.02,0.86,,,0.29,0.34,2.69,4.9,1.06,40.4
Youssoufa Moukoko,Nice,Ligue 1,2025/26,ST,19,1500,53.0,,,70.1,,,,,,,,,,0.5,,1.8,,38.5,,0.1,1.8,0.8,,,0.2,0.42,3.1,5.5,0.9,45.5
Youssoufa Moukoko,Nice,Ligue 1,2024/25,ST,18,1275,53.0,,,64.5,,,,,,,,,,0.46,,1.66,,35.4,,0.09,1.66,0.74,,,0.18,0.39,2.85,5.06,0.83,41.9
Gaetan Laborde,Nice,Ligue 1,2025/26,ST,30,1800,53.0,,,75.1,,,,,,,,,,0.8,,2.5,,42.1,,0.15,2.5,1.1,,,0.4,0.32,2.5,4.5,0.8,40.1
Gaetan Laborde,Nice,Ligue 1,2024/25,ST,29,1800,53.0,,,76.6,,,,,,,,,,0.82,,2.55,,42.9,,0.15,2.55,1.12,,,0.41,0.33,2.55,4.59,0.82,40.9
Moise Bombito,Nice,Ligue 1,2025/26,CB,24,1600,53.0,,,87.1,,,,,3.1,290.5,3.2,0.7,54.1,2.0,1.6,5.4,1.3,63.5,69.1,,,,,,,,,,,
Moise Bombito,Nice,Ligue 1,2024/25,CB,23,1600,53.0,,,83.6,,,,,2.98,278.88,3.07,0.67,51.9,1.92,1.54,5.18,1.25,61.0,66.3,,,,,,,,,,,
Sofiane Diop,Nice,Ligue 1,2025/26,W,24,1700,53.0,,,,,,,,3.1,,,3.8,54.1,1.4,0.8,3.8,,,,0.18,3.2,1.5,,3.8,0.4,0.15,2.1,4.2,1.5,
Sofiane Diop,Nice,Ligue 1,2024/25,W,23,1700,53.0,,,,,,,,2.98,,,3.65,51.9,1.34,0.77,3.65,,,,0.17,3.07,1.44,,3.65,0.38,0.14,2.02,4.03,1.44,
Ali Abdi,Nice,Ligue 1,2025/26,FB,30,1400,53.0,,,75.5,,,,,3.8,,3.1,2.8,52.1,2.2,1.5,5.1,,45.1,,0.15,2.2,1.1,1.2,1.8,0.4,,,,,
Ali Abdi,Nice,Ligue 1,2024/25,FB,29,1400,53.0,,,77.0,,,,,3.88,,3.16,2.86,53.1,2.24,1.53,5.2,,46.0,,0.15,2.24,1.12,1.22,1.84,0.41,,,,,
Maxime Dupe,Nice,Ligue 1,2025/26,GK,31,400,53.0,0.05,68.5,65.1,35.5,0.5,4.1,11.5,,,,,,,,,,,,,,,,,,,,,,
Maxime Dupe,Nice,Ligue 1,2024/25,GK,30,900,53.0,0.05,71.9,68.4,37.3,0.53,10.0,12.08,,,,,,,,,,,,,,,,,,,,,,
Lucas Perri,Lyon,Ligue 1,2025/26,GK,26,2500,54.5,0.15,72.5,78.5,42.1,1.1,5.2,13.5,,,,,,,,,,,,,,,,,,,,,,
Lucas Perri,Lyon,Ligue 1,2024/25,GK,25,2500,54.5,0.15,74.0,80.1,42.9,1.12,10.0,13.77,,,,,,,,,,,,,,,,,,,,,,
Anthony Lopes,Lyon,Ligue 1,2025/26,GK,33,900,54.5,0.05,68.5,70.1,38.5,0.8,4.5,12.1,,,,,,,,,,,,,,,,,,,,,,
Anthony Lopes,Lyon,Ligue 1,2024/25,GK,32,900,54.5,0.05,71.9,73.6,40.4,0.84,10.0,12.71,,,,,,,,,,,,,,,,,,,,,,
Moussa Niakhate,Lyon,Ligue 1,2025/26,CB,28,2600,54.5,,,88.5,,,,,3.5,320.1,3.8,0.6,52.5,2.1,1.8,5.8,1.5,68.5,72.1,,,,,,,,,,,
Moussa Niakhate,Lyon,Ligue 1,2024/25,CB,27,2600,54.5,,,90.3,,,,,3.57,326.5,3.88,0.61,53.6,2.14,1.84,5.92,1.53,69.9,73.5,,,,,,,,,,,
Duje Caleta-Car,Lyon,Ligue 1,2025/26,CB,27,2400,54.5,,,87.1,,,,,3.2,300.5,3.5,0.5,50.1,1.8,1.6,5.5,1.4,66.1,70.5,,,,,,,,,,,
Duje Caleta-Car,Lyon,Ligue 1,2024/25,CB,26,2400,54.5,,,88.8,,,,,3.26,306.51,3.57,0.51,51.1,1.84,1.63,5.61,1.43,67.4,71.9,,,,,,,,,,,
Clinton Mata,Lyon,Ligue 1,2025/26,CB,31,2100,54.5,,,86.5,,,,,3.8,340.1,4.1,0.9,55.5,2.2,1.5,5.2,1.2,62.5,68.5,,,,,,,,,,,
Clinton Mata,Lyon,Ligue 1,2024/25,CB,30,2100,54.5,,,90.8,,,,,3.99,357.11,4.3,0.95,58.3,2.31,1.58,5.46,1.26,65.6,71.9,,,,,,,,,,,
Nicolas Tagliafico,Lyon,Ligue 1,2025/26,FB,32,2500,54.5,,,82.5,,,,,4.1,,3.5,2.5,55.5,2.5,1.8,5.5,,55.1,,0.15,2.5,1.2,1.1,1.8,0.4,,,,,
Nicolas Tagliafico,Lyon,Ligue 1,2024/25,FB,31,2500,54.5,,,86.6,,,,,4.3,,3.68,2.62,58.3,2.62,1.89,5.78,,57.9,,0.16,2.62,1.26,1.16,1.89,0.42,,,,,
Ainsley Maitland-Niles,Lyon,Ligue 1,2025/26,FB,27,2300,54.5,,,84.1,,,,,3.8,,3.1,2.8,58.1,2.1,1.5,5.2,,48.5,,0.12,2.1,1.0,0.9,2.1,0.3,,,,,
Ainsley Maitland-Niles,Lyon,Ligue 1,2024/25,FB,26,2300,54.5,,,85.8,,,,,3.88,,3.16,2.86,59.3,2.14,1.53,5.3,,49.5,,0.12,2.14,1.02,0.92,2.14,0.31,,,,,
Nemanja Matic,Lyon,Ligue 1,2025/26,CM,36,2000,54.5,,,89.5,,,,,5.1,,4.5,1.2,52.1,2.5,2.1,6.8,1.5,60.1,,0.08,1.8,0.9,0.8,,,0.04,,,,
Nemanja Matic,Lyon,Ligue 1,2024/25,CM,35,2000,54.5,,,94.0,,,,,5.35,,4.73,1.26,54.7,2.62,2.21,7.14,1.58,63.1,,0.08,1.89,0.95,0.84,,,0.04,,,,
Maxence Caqueret,Lyon,Ligue 1,2025/26,CM,24,2700,54.5,,,87.5,,,,,5.5,,4.8,2.5,58.5,2.8,1.6,7.1,1.2,45.1,,0.12,2.5,1.2,1.1,,,0.06,,,,
Maxence Caqueret,Lyon,Ligue 1,2024/25,CM,23,2700,54.5,,,84.0,,,,,5.28,,4.61,2.4,56.2,2.69,1.54,6.82,1.15,43.3,,0.12,2.4,1.15,1.06,,,0.06,,,,
Corentin Tolisso,Lyon,Ligue 1,2025/26,CM,30,2200,54.5,,,86.1,,,,,4.8,,4.1,1.8,55.1,2.1,1.4,5.8,1.1,52.5,,0.15,2.8,1.5,1.2,,,0.1,,,,
Corentin Tolisso,Lyon,Ligue 1,2024/25,CM,29,2200,54.5,,,87.8,,,,,4.9,,4.18,1.84,56.2,2.14,1.43,5.92,1.12,53.6,,0.15,2.86,1.53,1.22,,,0.1,,,,
Rayan Cherki,Lyon,Ligue 1,2025/26,W,21,2400,54.5,,,,,,,,4.5,,,5.8,55.1,1.1,0.6,3.2,,,,0.32,4.8,2.8,,6.5,0.4,0.18,2.8,5.5,2.5,
Rayan Cherki,Lyon,Ligue 1,2024/25,W,20,2400,54.5,,,,,,,,4.14,,,5.34,50.7,1.01,0.55,2.94,,,,0.29,4.42,2.58,,5.98,0.37,0.17,2.58,5.06,2.3,
Ernest Nuamah,Lyon,Ligue 1,2025/26,W,20,2100,54.5,,,,,,,,3.1,,,4.8,52.5,1.2,0.7,3.5,,,,0.18,3.5,1.5,,5.2,0.5,0.22,2.5,5.1,1.8,
Ernest Nuamah,Lyon,Ligue 1,2024/25,W,19,1785,54.5,,,,,,,,2.85,,,4.42,48.3,1.1,0.64,3.22,,,,0.17,3.22,1.38,,4.78,0.46,0.2,2.3,4.69,1.66,
Alexandre Lacazette,Lyon,Ligue 1,2025/26,ST,33,2600,54.5,,,75.5,,,,,,,,,,0.6,,2.1,,42.5,,0.15,2.5,1.1,,,0.3,0.45,3.2,5.8,0.9,45.1
Alexandre Lacazette,Lyon,Ligue 1,2024/25,ST,32,2600,54.5,,,79.3,,,,,,,,,,0.63,,2.21,,44.6,,0.16,2.62,1.16,,,0.32,0.47,3.36,6.09,0.95,47.4
Georges Mikautadze,Lyon,Ligue 1,2025/26,ST,23,2000,54.5,,,72.1,,,,,,,,,,0.8,,2.5,,38.5,,0.12,2.1,0.9,,,0.4,0.4,2.8,5.1,1.1,42.5
Georges Mikautadze,Lyon,Ligue 1,2024/25,ST,22,2000,54.5,,,69.2,,,,,,,,,,0.77,,2.4,,37.0,,0.12,2.02,0.86,,,0.38,0.38,2.69,4.9,1.06,40.8
Said Benrahma,Lyon,Ligue 1,2025/26,W,29,1800,54.5,,,,,,,,3.8,,,4.1,55.1,1.4,0.8,3.8,,,,0.25,3.8,2.1,,4.1,0.4,0.15,2.2,4.5,1.5,
Said Benrahma,Lyon,Ligue 1,2024/25,W,28,1800,54.5,,,,,,,,3.88,,,4.18,56.2,1.43,0.82,3.88,,,,0.26,3.88,2.14,,4.18,0.41,0.15,2.24,4.59,1.53,
Malick Fofana,Lyon,Ligue 1,2025/26,W,19,1200,54.5,,,,,,,,2.8,,,4.2,58.1,1.2,0.7,3.5,,,,0.15,3.1,1.2,,4.5,0.3,0.18,2.0,4.2,1.6,
Malick Fofana,Lyon,Ligue 1,2024/25,W,18,1020,54.5,,,,,,,,2.58,,,3.86,53.5,1.1,0.64,3.22,,,,0.14,2.85,1.1,,4.14,0.28,0.17,1.84,3.86,1.47,
Gift Orban,Lyon,Ligue 1,2025/26,ST,22,1000,54.5,,,68.5,,,,,,,,,,0.5,,1.5,,40.5,,0.08,1.5,0.6,,,0.2,0.38,3.1,4.8,0.8,40.1
Gift Orban,Lyon,Ligue 1,2024/25,ST,21,1000,54.5,,,65.8,,,,,,,,,,0.48,,1.44,,38.9,,0.08,1.44,0.58,,,0.19,0.36,2.98,4.61,0.77,38.5
Abner,Lyon,Ligue 1,2025/26,FB,24,1500,54.5,,,80.5,,,,,3.2,,2.8,2.1,52.1,2.1,1.4,5.1,,50.1,,0.1,1.8,0.9,1.0,1.5,0.3,,,,,
Abner,Lyon,Ligue 1,2024/25,FB,23,1500,54.5,,,77.3,,,,,3.07,,2.69,2.02,50.0,2.02,1.34,4.9,,48.1,,0.1,1.73,0.86,0.96,1.44,0.29,,,,,
Brice Samba,Lens,Ligue 1,2025/26,GK,30,3000,52.0,0.15,74.5,65.1,35.5,0.8,5.1,12.5,,,,,,,,,,,,,,,,,,,,,,
Brice Samba,Lens,Ligue 1,2024/25,GK,29,3000,52.0,0.15,76.0,66.4,36.2,0.82,10.0,12.75,,,,,,,,,,,,,,,,,,,,,,
Facundo Medina,Lens,Ligue 1,2025/26,CB,25,2800,52.0,,,86.5,,,,,4.5,380.1,4.8,1.2,55.5,2.5,1.8,6.5,1.5,60.1,70.5,,,,,,,,,,,
Facundo Medina,Lens,Ligue 1,2024/25,CB,24,2800,52.0,,,88.2,,,,,4.59,387.7,4.9,1.22,56.6,2.55,1.84,6.63,1.53,61.3,71.9,,,,,,,,,,,
Kevin Danso,Lens,Ligue 1,2025/26,CB,25,2600,52.0,,,85.1,,,,,2.8,310.5,3.1,0.6,50.1,1.8,1.5,5.8,1.8,68.5,75.1,,,,,,,,,,,
Kevin Danso,Lens,Ligue 1,2024/25,CB,24,2600,52.0,,,86.8,,,,,2.86,316.71,3.16,0.61,51.1,1.84,1.53,5.92,1.84,69.9,76.6,,,,,,,,,,,
Jonathan Gradit,Lens,Ligue 1,2025/26,CB,31,2400,52.0,,,87.5,,,,,3.5,340.1,3.8,0.9,52.5,2.1,1.6,5.5,1.2,62.1,72.1,,,,,,,,,,,
Jonathan Gradit,Lens,Ligue 1,2024/25,CB,30,2400,52.0,,,91.9,,,,,3.68,357.11,3.99,0.95,55.1,2.21,1.68,5.78,1.26,65.2,75.7,,,,,,,,,,,
Abdukodir Khusanov,Lens,Ligue 1,2025/26,CB,20,1500,52.0,,,84.1,,,,,2.5,280.5,2.8,0.5,48.5,1.9,1.4,5.1,1.4,65.5,68.5,,,,,,,,,,,
Abdukodir Khusanov,Lens,Ligue 1,2024/25,CB,19,1275,52.0,,,77.4,,,,,2.3,258.06,2.58,0.46,44.6,1.75,1.29,4.69,1.29,60.3,63.0,,,,,,,,,,,
Deiver Machado,Lens,Ligue 1,2025/26,FB,31,2200,52.0,,,78.5,,,,,3.8,,3.1,2.8,55.1,2.1,1.5,5.2,,45.1,,0.15,2.5,1.2,1.5,2.1,0.4,,,,,
Deiver Machado,Lens,Ligue 1,2024/25,FB,30,2200,52.0,,,82.4,,,,,3.99,,3.26,2.94,57.9,2.21,1.58,5.46,,47.4,,0.16,2.62,1.26,1.58,2.21,0.42,,,,,
Przemyslaw Frankowski,Lens,Ligue 1,2025/26,FB,29,2500,52.0,,,80.1,,,,,4.1,,3.5,3.1,58.5,1.8,1.4,5.5,,48.5,,0.18,2.8,1.5,1.8,2.5,0.5,,,,,
Przemyslaw Frankowski,Lens,Ligue 1,2024/25,FB,28,2500,52.0,,,81.7,,,,,4.18,,3.57,3.16,59.7,1.84,1.43,5.61,,49.5,,0.18,2.86,1.53,1.84,2.55,0.51,,,,,
Andy Diouf,Lens,Ligue 1,2025/26,CM,21,2400,52.0,,,84.5,,,,,4.5,,4.1,2.5,58.1,2.5,1.5,6.5,1.2,48.1,,0.12,2.5,1.2,1.1,,,0.08,,,,
Andy Diouf,Lens,Ligue 1,2024/25,CM,20,2400,52.0,,,77.7,,,,,4.14,,3.77,2.3,53.5,2.3,1.38,5.98,1.1,44.3,,0.11,2.3,1.1,1.01,,,0.07,,,,
Nampalys Mendy,Lens,Ligue 1,2025/26,CM,32,1800,52.0,,,88.5,,,,,3.8,,3.5,1.2,50.1,2.8,1.8,7.1,1.5,55.1,,0.05,1.5,0.8,0.7,,,0.02,,,,
Nampalys Mendy,Lens,Ligue 1,2024/25,CM,31,1800,52.0,,,92.9,,,,,3.99,,3.68,1.26,52.6,2.94,1.89,7.46,1.58,57.9,,0.05,1.58,0.84,0.73,,,0.02,,,,
Adrien Thomasson,Lens,Ligue 1,2025/26,CM,30,2200,52.0,,,82.5,,,,,4.8,,4.5,2.1,55.5,2.1,1.4,5.8,1.1,50.5,,0.18,3.2,1.5,1.2,,,0.12,,,,
Adrien Thomasson,Lens,Ligue 1,2024/25,CM,29,2200,52.0,,,84.2,,,,,4.9,,4.59,2.14,56.6,2.14,1.43,5.92,1.12,51.5,,0.18,3.26,1.53,1.22,,,0.12,,,,
David Pereira da Costa,Lens,Ligue 1,2025/26,W,23,2000,52.0,,,,,,,,3.5,,,4.5,58.1,1.2,0.7,3.5,,,,0.22,4.1,2.1,,4.8,0.4,0.18,2.5,4.5,1.8,
David Pereira da Costa,Lens,Ligue 1,2024/25,W,22,2000,52.0,,,,,,,,3.36,,,4.32,55.8,1.15,0.67,3.36,,,,0.21,3.94,2.02,,4.61,0.38,0.17,2.4,4.32,1.73,
Florian Sotoca,Lens,Ligue 1,2025/26,ST,33,2800,52.0,,,75.1,,,,,,,,,,1.2,,3.5,,55.1,,0.18,3.5,1.5,,,0.5,0.25,2.2,4.1,1.2,38.5
Florian Sotoca,Lens,Ligue 1,2024/25,ST,32,2800,52.0,,,78.9,,,,,,,,,,1.26,,3.68,,57.9,,0.19,3.68,1.58,,,0.53,0.26,2.31,4.3,1.26,40.4
M'Bala Nzola,Lens,Ligue 1,2025/26,ST,28,1500,52.0,,,70.5,,,,,,,,,,0.6,,1.8,,48.5,,0.1,1.8,0.8,,,0.3,0.35,2.8,4.8,0.9,42.1
M'Bala Nzola,Lens,Ligue 1,2024/25,ST,27,1500,52.0,,,71.9,,,,,,,,,,0.61,,1.84,,49.5,,0.1,1.84,0.82,,,0.31,0.36,2.86,4.9,0.92,42.9
Wesley Said,Lens,Ligue 1,2025/26,ST,29,1800,52.0,,,72.1,,,,,,,,,,0.7,,2.1,,40.1,,0.12,2.1,0.9,,,0.4,0.38,3.1,5.1,1.1,45.1
Wesley Said,Lens,Ligue 1,2024/25,ST,28,1800,52.0,,,73.5,,,,,,,,,,0.71,,2.14,,40.9,,0.12,2.14,0.92,,,0.41,0.39,3.16,5.2,1.12,46.0
Ruben Aguilar,Lens,Ligue 1,2025/26,FB,31,1600,52.0,,,78.1,,,,,3.5,,2.8,2.1,52.1,2.5,1.6,5.5,,50.1,,0.12,2.1,1.1,1.2,1.5,0.4,,,,,
Ruben Aguilar,Lens,Ligue 1,2024/25,FB,30,1600,52.0,,,82.0,,,,,3.68,,2.94,2.21,54.7,2.62,1.68,5.78,,52.6,,0.13,2.21,1.16,1.26,1.58,0.42,,,,,
Angelo Fulgini,Lens,Ligue 1,2025/26,CM,28,1900,52.0,,,81.5,,,,,4.5,,4.1,2.5,55.1,1.8,1.2,5.2,1.0,45.1,,0.2,3.5,1.8,1.5,,,0.15,,,,
Angelo Fulgini,Lens,Ligue 1,2024/25,CM,27,1900,52.0,,,83.1,,,,,4.59,,4.18,2.55,56.2,1.84,1.22,5.3,1.02,46.0,,0.2,3.57,1.84,1.53,,,0.15,,,,
Anass Zaroury,Lens,Ligue 1,2025/26,W,23,1400,52.0,,,,,,,,3.1,,,4.1,55.5,1.1,0.6,3.2,,,,0.18,3.2,1.5,,4.5,0.3,0.15,2.1,4.2,1.5,
Anass Zaroury,Lens,Ligue 1,2024/25,W,22,1400,52.0,,,,,,,,2.98,,,3.94,53.3,1.06,0.58,3.07,,,,0.17,3.07,1.44,,4.32,0.29,0.14,2.02,4.03,1.44,
Martin Satriano,Lens,Ligue 1,2025/26,ST,23,1200,52.0,,,68.5,,,,,,,,,,0.5,,1.8,,45.5,,0.1,1.5,0.8,,,0.3,0.32,2.5,4.5,0.8,38.5
Martin Satriano,Lens,Ligue 1,2024/25,ST,22,1200,52.0,,,65.8,,,,,,,,,,0.48,,1.73,,43.7,,0.1,1.44,0.77,,,0.29,0.31,2.4,4.32,0.77,37.0
Yehvann Diouf,Reims,Ligue 1,2025/26,GK,24,2800,47.0,0.08,73.5,68.5,38.1,0.9,5.2,12.5,,,,,,,,,,,,,,,,,,,,,,
Yehvann Diouf,Reims,Ligue 1,2024/25,GK,23,2800,47.0,0.08,70.6,65.8,36.6,0.86,10.0,12.0,,,,,,,,,,,,,,,,,,,,,,
Emmanuel Agbadou,Reims,Ligue 1,2025/26,CB,27,2600,47.0,,,84.5,,,,,3.5,320.1,3.8,0.8,55.1,2.1,1.8,6.1,1.5,65.5,71.5,,,,,,,,,,,
Emmanuel Agbadou,Reims,Ligue 1,2024/25,CB,26,2600,47.0,,,86.2,,,,,3.57,326.5,3.88,0.82,56.2,2.14,1.84,6.22,1.53,66.8,72.9,,,,,,,,,,,
Joseph Okumu,Reims,Ligue 1,2025/26,CB,27,2400,47.0,,,85.1,,,,,2.8,280.5,3.1,0.5,50.1,1.8,1.6,5.5,1.4,68.1,72.5,,,,,,,,,,,
Joseph Okumu,Reims,Ligue 1,2024/25,CB,26,2400,47.0,,,86.8,,,,,2.86,286.11,3.16,0.51,51.1,1.84,1.63,5.61,1.43,69.5,74.0,,,,,,,,,,,
Cedric Kipre,Reims,Ligue 1,2025/26,CB,27,2200,47.0,,,83.5,,,,,2.5,250.1,2.8,0.4,48.5,1.9,1.5,5.2,1.6,70.1,75.1,,,,,,,,,,,
Cedric Kipre,Reims,Ligue 1,2024/25,CB,26,2200,47.0,,,85.2,,,,,2.55,255.1,2.86,0.41,49.5,1.94,1.53,5.3,1.63,71.5,76.6,,,,,,,,,,,
Sergio Akieme,Reims,Ligue 1,2025/26,FB,26,2500,47.0,,,78.5,,,,,3.5,,3.1,2.5,52.5,2.2,1.5,5.5,,50.5,,0.12,2.1,1.1,1.2,1.8,0.4,,,,,
Sergio Akieme,Reims,Ligue 1,2024/25,FB,25,2500,47.0,,,80.1,,,,,3.57,,3.16,2.55,53.6,2.24,1.53,5.61,,51.5,,0.12,2.14,1.12,1.22,1.84,0.41,,,,,
Thibault De Smet,Reims,Ligue 1,2025/26,FB,26,2000,47.0,,,75.1,,,,,2.8,,2.5,1.8,48.5,2.5,1.8,5.8,,55.1,,0.08,1.5,0.8,0.9,1.2,0.3,,,,,
Thibault De Smet,Reims,Ligue 1,2024/25,FB,25,2000,47.0,,,76.6,,,,,2.86,,2.55,1.84,49.5,2.55,1.84,5.92,,56.2,,0.08,1.53,0.82,0.92,1.22,0.31,,,,,
Aurelio Buta,Reims,Ligue 1,2025/26,FB,27,1800,47.0,,,80.1,,,,,3.8,,3.5,2.8,55.1,1.8,1.4,5.1,,45.1,,0.15,2.5,1.2,1.5,2.1,0.5,,,,,
Aurelio Buta,Reims,Ligue 1,2024/25,FB,26,1800,47.0,,,81.7,,,,,3.88,,3.57,2.86,56.2,1.84,1.43,5.2,,46.0,,0.15,2.55,1.22,1.53,2.14,0.51,,,,,
Marshall Munetsi,Reims,Ligue 1,2025/26,CM,28,2700,47.0,,,82.5,,,,,4.1,,3.8,1.8,55.5,2.8,1.8,7.1,1.5,58.5,,0.1,2.1,1.0,0.9,,,0.12,,,,
Marshall Munetsi,Reims,Ligue 1,2024/25,CM,27,2700,47.0,,,84.2,,,,,4.18,,3.88,1.84,56.6,2.86,1.84,7.24,1.53,59.7,,0.1,2.14,1.02,0.92,,,0.12,,,,
Teddy Teuma,Reims,Ligue 1,2025/26,CM,30,2600,47.0,,,80.5,,,,,5.1,,4.5,2.1,58.1,1.8,1.2,5.5,1.1,45.1,,0.22,3.8,2.1,1.8,,,0.15,,,,
Teddy Teuma,Reims,Ligue 1,2024/25,CM,29,2600,47.0,,,82.1,,,,,5.2,,4.59,2.14,59.3,1.84,1.22,5.61,1.12,46.0,,0.22,3.88,2.14,1.84,,,0.15,,,,
Valentin Atangana,Reims,Ligue 1,2025/26,CM,19,2000,47.0,,,84.5,,,,,4.5,,3.5,1.5,52.1,2.5,1.6,6.5,1.2,50.1,,0.08,1.8,0.9,0.8,,,0.04,,,,
Valentin Atangana,Reims,Ligue 1,2024/25,CM,18,1700,47.0,,,77.7,,,,,4.14,,3.22,1.38,47.9,2.3,1.47,5.98,1.1,46.1,,0.07,1.66,0.83,0.74,,,0.04,,,,
Junya Ito,Reims,Ligue 1,2025/26,W,31,2800,47.0,,,,,,,,4.1,,,4.5,55.1,1.2,0.8,3.8,,,,0.28,4.5,2.2,,4.1,0.4,0.18,2.5,4.5,1.8,
Junya Ito,Reims,Ligue 1,2024/25,W,30,2800,47.0,,,,,,,,4.3,,,4.73,57.9,1.26,0.84,3.99,,,,0.29,4.73,2.31,,4.3,0.42,0.19,2.62,4.73,1.89,
Keito Nakamura,Reims,Ligue 1,2025/26,W,24,2500,47.0,,,,,,,,3.1,,,3.8,50.5,1.1,0.7,3.5,,,,0.15,3.2,1.2,,3.5,0.3,0.22,2.8,4.1,1.5,
